titre,ville,code_postal,prix,surface,type_bien,pieces,url,prix_m2,latitude,longitude
Appartement de 3 pièces au 4ème et dernier étage,Caen,14000,161000,55,Appartements,3,https://www.etreproprio.com/immobilier-23953965-vente-appartement-de-3-pieces-au-4eme-et-dernier-etage-caen,2927,49.1813403,-0.3635615
Appartement 82m² à caen,Caen,14000,299000,83,Appartements,4,https://www.etreproprio.com/immobilier-23952294-vente-appartement-82m-a-caen-caen,3602,49.1813403,-0.3635615
Appartement caen verte vallée 3 pièces 78 m2,Caen,14000,262250,78,Appartements,3,https://www.etreproprio.com/immobilier-23960744-vente-appartement-caen-verte-vallee-3-pieces-78-m2-caen,3362,49.1813403,-0.3635615
Appartement 60m² à caen,Caen,14000,196100,60,Appartements,3,https://www.etreproprio.com/immobilier-23952290-vente-appartement-60m-a-caen-caen,3268,49.1813403,-0.3635615
Local commercial 80 m²,Caen,14000,178000,80,Commerces,,https://www.etreproprio.com/immobilier-23956596-vente-local-commercial-80-m-caen,2225,49.1813403,-0.3635615
Appartement  2 pièce(s),Caen,14000,160500,39,Appartements,2,https://www.etreproprio.com/immobilier-23951301-vente-appartement-2-pieces-caen,4115,49.1813403,-0.3635615
Maison 102m² à caen,Caen,14000,349000,102,Maisons,5,https://www.etreproprio.com/immobilier-23952283-vente-maison-102m-a-caen-caen,3422,49.1813403,-0.3635615
Appartement 50m² à caen,Caen,14000,225000,50,Appartements,2,https://www.etreproprio.com/immobilier-23957133-vente-appartement-50m-a-caen-caen,4500,49.1813403,-0.3635615
Appartement 68m² à caen,Caen,14000,139000,69,Appartements,4,https://www.etreproprio.com/immobilier-23952295-vente-appartement-68m-a-caen-caen,2014,49.1813403,-0.3635615
A vendre: restaurant - calvados,Caen,14000,401080,200,Commerces,,https://www.etreproprio.com/immobilier-23955656-vente-a-vendre-restaurant-calvados-caen,2005,49.1813403,-0.3635615
Maison caen 5 pièce(s) 86.85 m2,Caen,14000,266000,87,Maisons,5,https://www.etreproprio.com/immobilier-23950098-vente-maison-caen-5-pieces-8685-m2-caen,3057,49.1813403,-0.3635615
Maison caen 5 pièces 125 m2,Caen,14000,328000,125,Maisons,5,https://www.etreproprio.com/immobilier-23830610-vente-maison-caen-5-pieces-125-m2-caen,2624,49.1813403,-0.3635615
Appartement caen 2 pièce(s) 47 m2,Caen,14000,225000,47,Appartements,2,https://www.etreproprio.com/immobilier-23955399-vente-appartement-caen-2-pieces-47-m2-caen,4787,49.1813403,-0.3635615
Appartement 58m² à caen,Caen,14000,212000,58,Appartements,4,https://www.etreproprio.com/immobilier-23948535-vente-appartement-58m-a-caen-caen,3655,49.1813403,-0.3635615
Maison 130m² à caen,Caen,14000,625000,130,Maisons,6,https://www.etreproprio.com/immobilier-23700662-vente-maison-130m-a-caen-caen,4808,49.1813403,-0.3635615
Appartement 80m² à caen,Caen,14000,249100,80,Appartements,3,https://www.etreproprio.com/immobilier-23948534-vente-appartement-80m-a-caen-caen,3114,49.1813403,-0.3635615
Maison caen 5 pièces 86 m2,Caen,14000,265000,86,Maisons,5,https://www.etreproprio.com/immobilier-22747382-vente-maison-caen-5-pieces-86-m2-caen,3081,49.1813403,-0.3635615
Caen port de plaisance,Caen,14000,249100,80,Appartements,3,https://www.etreproprio.com/immobilier-23941866-vente-caen-port-de-plaisance-caen,3114,49.1813403,-0.3635615
Appartement 55m² à caen,Caen,14000,149900,55,Appartements,3,https://www.etreproprio.com/immobilier-23774503-vente-appartement-55m-a-caen-caen,2725,49.1813403,-0.3635615
Duplex t7 type loft de 203m² - caen centre,Caen,14000,475000,203,Appartements,6,https://www.etreproprio.com/immobilier-23943962-vente-duplex-t7-type-loft-de-203m-caen-centre-caen,2340,49.1813403,-0.3635615
Appartement 3 pièces à caen,Caen,14000,244000,60,Appartements,3,https://www.etreproprio.com/immobilier-23945469-vente-appartement-3-pieces-a-caen-caen,4067,49.1813403,-0.3635615
Appartement 69m² à caen,Caen,14000,262500,69,Appartements,3,https://www.etreproprio.com/immobilier-23939959-vente-appartement-69m-a-caen-caen,3804,49.1813403,-0.3635615
Appartement 38m² à caen,Caen,14000,149000,38,Appartements,2,https://www.etreproprio.com/immobilier-23942620-vente-appartement-38m-a-caen-caen,3921,49.1813403,-0.3635615
Maison caen nord,Caen,14000,342000,90,Maisons,5,https://www.etreproprio.com/immobilier-23946365-vente-maison-caen-nord-caen,3800,49.1813403,-0.3635615
Appartement 2 pièces à caen,Caen,14000,160000,40,Appartements,2,https://www.etreproprio.com/immobilier-23945459-vente-appartement-2-pieces-a-caen-caen,4000,49.1813403,-0.3635615
Maison 124m² à caen,Caen,14000,460000,124,Maisons,5,https://www.etreproprio.com/immobilier-22579649-vente-maison-124m-a-caen-caen,3710,49.1813403,-0.3635615
50-manche-bar pub-nord cotentin -bar pub- belle  notoriété-,Caen,14000,79600,,Commerces,,https://www.etreproprio.com/immobilier-23945393-vente-50-manche-bar-pub-nord-cotentin-bar-pub-belle-notoriete-caen,,49.1813403,-0.3635615
Appartement 57m² à caen,Caen,14000,188100,58,Appartements,2,https://www.etreproprio.com/immobilier-23942633-vente-appartement-57m-a-caen-caen,3243,49.1813403,-0.3635615
50--manche- creperie -emplacement n°1 -ville très touristiqu,Caen,14000,430436,,Commerces,,https://www.etreproprio.com/immobilier-23945392-vente-50-manche-creperie-emplacement-n-1-ville-tres-touristiqu-caen,,49.1813403,-0.3635615
Maison t7 de 170m2 sur parcelle de 426m2,Caen,14000,470000,170,Maisons,7,https://www.etreproprio.com/immobilier-23798207-vente-maison-t7-de-170m2-sur-parcelle-de-426m2-caen,2765,49.1813403,-0.3635615
Caen maison de charme de 240m2 + sous-sol et dépendance de 100m2,Caen,14000,1030000,330,Maisons,9,https://www.etreproprio.com/immobilier-23940003-vente-caen-maison-de-charme-de-240m2-sous-sol-et-dependance-de-100m2-caen,3121,49.1813403,-0.3635615
Caen hyper centre,Caen,14000,216800,59,Appartements,2,https://www.etreproprio.com/immobilier-23943919-vente-caen-hyper-centre-caen,3675,49.1813403,-0.3635615
"À vendre , appartement 3 pièces , caen venoix , 67 m² , rez-de-chaussée , lumineux , 2 chambres",Caen,14000,207500,67,Appartements,3,https://www.etreproprio.com/immobilier-23939036-vente-a-vendre-appartement-3-pieces-caen-venoix-67-m-rez-de-chaussee-lumineux-2-chambres-caen,3097,49.1813403,-0.3635615
Appartement 37m² à caen,Caen,14000,152000,37,Appartements,2,https://www.etreproprio.com/immobilier-23942621-vente-appartement-37m-a-caen-caen,4108,49.1813403,-0.3635615
Appartement 270m² à caen,Caen,14000,965000,270,Appartements,,https://www.etreproprio.com/immobilier-23939005-vente-appartement-270m-a-caen-caen,3574,49.1813403,-0.3635615
Appartement caen 3 pièce(s) 73 m2 - terrasse de 60 m2,Caen,14000,390000,73,Appartements,3,https://www.etreproprio.com/immobilier-23941235-vente-appartement-caen-3-pieces-73-m2-terrasse-de-60-m2-caen,5342,49.1813403,-0.3635615
Immeuble de rapport caen prairie,Caen,14000,995000,,Appartements,,https://www.etreproprio.com/immobilier-23943918-vente-immeuble-de-rapport-caen-prairie-caen,,49.1813403,-0.3635615
Appartement t3 proximité port de caen,Caen,14000,179900,59,Appartements,3,https://www.etreproprio.com/immobilier-23946363-vente-appartement-t3-proximite-port-de-caen-caen,3049,49.1813403,-0.3635615
Grande maison 8pp en parfait état à proximité immédiate du centre ville,Caen,14000,899000,335,Maisons,9,https://www.etreproprio.com/immobilier-23941234-vente-grande-maison-8pp-en-parfait-etat-a-proximite-immediate-du-centre-ville-caen,2684,49.1813403,-0.3635615
Appartement 87m² à caen,Caen,14000,307400,88,Appartements,3,https://www.etreproprio.com/immobilier-23940061-vente-appartement-87m-a-caen-caen,3493,49.1813403,-0.3635615
Immeuble - 432 m² - caen (14),Caen,14000,810000,432,Appartements,,https://www.etreproprio.com/immobilier-23942702-vente-immeuble-432-m-caen-14-caen,1875,49.1813403,-0.3635615
Appartement 24m² à caen,Caen,14000,115560,24,Appartements,2,https://www.etreproprio.com/immobilier-23940060-vente-appartement-24m-a-caen-caen,4815,49.1813403,-0.3635615
Appartement lumineux de 3 pièces à caen - sainte-thérèse,Caen,14000,170400,69,Appartements,3,https://www.etreproprio.com/immobilier-23941079-vente-appartement-lumineux-de-3-pieces-a-caen-sainte-therese-caen,2470,49.1813403,-0.3635615
Appartement 275m² à caen,Caen,14000,846560,275,Appartements,,https://www.etreproprio.com/immobilier-23931350-vente-appartement-275m-a-caen-caen,3078,49.1813403,-0.3635615
Appartement 63m² à caen,Caen,14000,189000,63,Appartements,3,https://www.etreproprio.com/immobilier-23583471-vente-appartement-63m-a-caen-caen,3000,49.1813403,-0.3635615
Maison caen 7 pièce(s) 133 m2,Caen,14000,550000,133,Maisons,7,https://www.etreproprio.com/immobilier-23932610-vente-maison-caen-7-pieces-133-m2-caen,4135,49.1813403,-0.3635615
Appartement t4 de 95m2 en duplex,Caen,14000,318000,95,Appartements,4,https://www.etreproprio.com/immobilier-23798308-vente-appartement-t4-de-95m2-en-duplex-caen,3347,49.1813403,-0.3635615
Appartement caen,Caen,14000,199900,68,Appartements,2,https://www.etreproprio.com/immobilier-23932609-vente-appartement-caen-caen,2940,49.1813403,-0.3635615
Cession de bail caen,Caen,14000,20000,75,Commerces,,https://www.etreproprio.com/immobilier-23933256-vente-cession-de-bail-caen-caen,267,49.1813403,-0.3635615
Maison 60m² à caen,Caen,14000,211000,60,Maisons,4,https://www.etreproprio.com/immobilier-23936942-vente-maison-60m-a-caen-caen,3517,49.1813403,-0.3635615
Ascenseur - grand balcon - 2 chambres - bureau - cave - 2 parkings,Caen,14000,289000,85,Appartements,4,https://www.etreproprio.com/immobilier-23933081-vente-ascenseur-grand-balcon-2-chambres-bureau-cave-2-parkings-caen,3400,49.1813403,-0.3635615
A vendre appartement caen venoix 4 pièce(s) 91.74 m2 - terrasse - balcon - parking,Caen,14000,252000,93,Appartements,4,https://www.etreproprio.com/immobilier-23317035-vente-a-vendre-appartement-caen-venoix-4-pieces-9174-m2-terrasse-balcon-parking-caen,2710,49.1813403,-0.3635615
Appartement 73m² à caen,Caen,14000,245000,73,Appartements,3,https://www.etreproprio.com/immobilier-23933758-vente-appartement-73m-a-caen-caen,3356,49.1813403,-0.3635615
Caen canal 4 pièces,Caen,14000,358125,79,Appartements,4,https://www.etreproprio.com/immobilier-23934405-vente-caen-canal-4-pieces-caen,4533,49.1813403,-0.3635615
Caen secteur port proche centre-ville appartement a vendre loue avec cave et garage,Caen,14000,119500,35,Appartements,2,https://www.etreproprio.com/immobilier-23934122-vente-caen-secteur-port-proche-centre-ville-appartement-a-vendre-loue-avec-cave-et-garage-caen,3414,49.1813403,-0.3635615
Appartement 76m² à caen,Caen,14000,249900,76,Appartements,3,https://www.etreproprio.com/immobilier-23929227-vente-appartement-76m-a-caen-caen,3288,49.1813403,-0.3635615
Caen intra-muros,Caen,14000,318000,83,Appartements,4,https://www.etreproprio.com/immobilier-23932855-vente-caen-intra-muros-caen,3831,49.1813403,-0.3635615
Appartement caen 2 pièces 47.19 m2,Caen,14000,160000,47,Appartements,2,https://www.etreproprio.com/immobilier-23933257-vente-appartement-caen-2-pieces-4719-m2-caen,3404,49.1813403,-0.3635615
Appartement 40m² à caen,Caen,14000,106900,40,Appartements,2,https://www.etreproprio.com/immobilier-23658027-vente-appartement-40m-a-caen-caen,2672,49.1813403,-0.3635615
"Restaurant à vendre à caen, coup de coeur assuré",Caen,14000,216600,,Commerces,,https://www.etreproprio.com/immobilier-21800799-vente-restaurant-a-vendre-a-caen-coup-de-coeur-assure-caen,,49.1813403,-0.3635615
Maison 208m² à caen,Caen,14000,699000,208,Maisons,9,https://www.etreproprio.com/immobilier-23932215-vente-maison-208m-a-caen-caen,3361,49.1813403,-0.3635615
Appartement 98m² à mulhouse,Mulhouse,68100,142000,98,Appartements,4,https://www.etreproprio.com/immobilier-23691584-vente-appartement-98m-a-mulhouse-mulhouse,1449,47.7467233,7.3389937
Maison 180m² à mulhouse,Mulhouse,68100,499000,180,Maisons,6,https://www.etreproprio.com/immobilier-23971668-vente-maison-180m-a-mulhouse-mulhouse,2772,47.7467233,7.3389937
Appartement 47m² à mulhouse,Mulhouse,68100,67500,47,Appartements,2,https://www.etreproprio.com/immobilier-23974037-vente-appartement-47m-a-mulhouse-mulhouse,1436,47.7467233,7.3389937
Appartement 138m² à mulhouse,Mulhouse,68100,128000,138,Appartements,5,https://www.etreproprio.com/immobilier-23962875-vente-appartement-138m-a-mulhouse-mulhouse,928,47.7467233,7.3389937
Appartement de 4 pièces de 108 m² situé à mulhouse,Mulhouse,68200,151499,108,Appartements,4,https://www.etreproprio.com/immobilier-23952407-vente-appartement-de-4-pieces-de-108-m-situe-a-mulhouse-mulhouse,1403,47.7467233,7.3389937
Appartement 3/4 pièces 75m2,Mulhouse,68200,74000,75,Appartements,4,https://www.etreproprio.com/immobilier-23404331-vente-appartement-34-pieces-75m2-mulhouse,987,47.7467233,7.3389937
Maison 98m² à mulhouse,Mulhouse,68200,134000,99,Maisons,5,https://www.etreproprio.com/immobilier-23949110-vente-maison-98m-a-mulhouse-mulhouse,1354,47.7467233,7.3389937
Appartement mulhouse 5 pièce(s) 120 m2,Mulhouse,68100,214000,120,Appartements,5,https://www.etreproprio.com/immobilier-23956706-vente-appartement-mulhouse-5-pieces-120-m2-mulhouse,1783,47.7467233,7.3389937
Appartement 4 pièces neuf mulhouse,Mulhouse,68100,253640,78,Appartements,4,https://www.etreproprio.com/immobilier-23960955-vente-appartement-4-pieces-neuf-mulhouse-mulhouse,3252,47.7467233,7.3389937
Mulhouse proche centre ville - appartement 4 pièces - 108m2,Mulhouse,68100,103500,108,Appartements,4,https://www.etreproprio.com/immobilier-23957966-vente-mulhouse-proche-centre-ville-appartement-4-pieces-108m2-mulhouse,958,47.7467233,7.3389937
Appartement 74m² à mulhouse,Mulhouse,68100,93000,74,Appartements,3,https://www.etreproprio.com/immobilier-23949104-vente-appartement-74m-a-mulhouse-mulhouse,1257,47.7467233,7.3389937
"Mulhouse rebberg de dornach,  maison d'architecte 5 pièces avec piscine",Mulhouse,68200,490000,142,Maisons,5,https://www.etreproprio.com/immobilier-23959678-vente-mulhouse-rebberg-de-dornach-maison-d-architecte-5-pieces-avec-piscine-mulhouse,3451,47.7467233,7.3389937
Appartement 70m² à mulhouse,Mulhouse,68100,121000,70,Appartements,3,https://www.etreproprio.com/immobilier-23949103-vente-appartement-70m-a-mulhouse-mulhouse,1729,47.7467233,7.3389937
Appartement 48m² à mulhouse,Mulhouse,68100,95400,48,Appartements,2,https://www.etreproprio.com/immobilier-23961213-vente-appartement-48m-a-mulhouse-mulhouse,1988,47.7467233,7.3389937
Maison 187m² à mulhouse,Mulhouse,68200,495000,187,Maisons,5,https://www.etreproprio.com/immobilier-22553309-vente-maison-187m-a-mulhouse-mulhouse,2647,47.7467233,7.3389937
Appartement 3 chambre(s) à vendre,Mulhouse,68100,270000,101,Appartements,5,https://www.etreproprio.com/immobilier-23947285-vente-appartement-3-chambres-a-vendre-mulhouse,2673,47.7467233,7.3389937
Appartement 3 chambre(s) à vendre,Mulhouse,68100,380000,142,Appartements,5,https://www.etreproprio.com/immobilier-23947286-vente-appartement-3-chambres-a-vendre-mulhouse,2676,47.7467233,7.3389937
Maison 154m² à mulhouse,Mulhouse,68200,346500,154,Maisons,9,https://www.etreproprio.com/immobilier-23947235-vente-maison-154m-a-mulhouse-mulhouse,2250,47.7467233,7.3389937
Appartement de 140m²  comprenant 5 pièces avec balcon et cave,Mulhouse,68100,258300,139,Appartements,5,https://www.etreproprio.com/immobilier-23941769-vente-appartement-de-140m-comprenant-5-pieces-avec-balcon-et-cave-mulhouse,1858,47.7467233,7.3389937
Immeuble et garage - 1 020 m² - mulhouse (68),,,,,,,https://www.etreproprio.com/immobilier-23942771-vente-immeuble-et-garage-1-020-m-mulhouse-68-mulhouse,,,
Parking / box mulhouse 14 m²,Mulhouse,68200,12500,15,Parkings,,https://www.etreproprio.com/immobilier-23941770-vente-parking-box-mulhouse-14-m-mulhouse,833,47.7467233,7.3389937
Immeuble de rapport 8 logements à mulhouse,Mulhouse,68200,455000,324,Appartements,,https://www.etreproprio.com/immobilier-23944495-vente-immeuble-de-rapport-8-logements-a-mulhouse-mulhouse,1404,47.7467233,7.3389937
exclusivité foncia – pépite immobilière à saisir à mulhouse,Mulhouse,68100,278800,176,Appartements,,https://www.etreproprio.com/immobilier-23944947-vente-exclusivite-foncia-pepite-immobiliere-a-saisir-a-mulhouse-mulhouse,1584,47.7467233,7.3389937
Appartement 234m² à mulhouse,Mulhouse,68200,280000,234,Appartements,,https://www.etreproprio.com/immobilier-20594074-vente-appartement-234m-a-mulhouse-mulhouse,1197,47.7467233,7.3389937
F3 lumineux 57m2 avec 2 balcons   quartier calme à mulhouse,Mulhouse,68200,63000,57,Appartements,3,https://www.etreproprio.com/immobilier-23937106-vente-f3-lumineux-57m2-avec-2-balcons-quartier-calme-a-mulhouse-mulhouse,1105,47.7467233,7.3389937
Commerce 1052m² à mulhouse,Mulhouse,68100,850000,1052,Commerces,,https://www.etreproprio.com/immobilier-23941230-vente-commerce-1052m-a-mulhouse-mulhouse,808,47.7467233,7.3389937
Maison de maitre quartier rebberg mulhouse,Mulhouse,68100,858000,280,Maisons,9,https://www.etreproprio.com/immobilier-23946566-vente-maison-de-maitre-quartier-rebberg-mulhouse-mulhouse,3064,47.7467233,7.3389937
Julien immo immeuble pour investir à mulhouse 159 000€,Mulhouse,68100,159000,158,Appartements,,https://www.etreproprio.com/immobilier-23944148-vente-julien-immo-immeuble-pour-investir-a-mulhouse-159-000-mulhouse,1006,47.7467233,7.3389937
Appartement 1 chambre(s) à vendre,Mulhouse,68100,228000,84,Appartements,3,https://www.etreproprio.com/immobilier-22485297-vente-appartement-1-chambres-a-vendre-mulhouse,2714,47.7467233,7.3389937
Mulhouse – secteur parc salvator - 2 pièces à vendre !,Mulhouse,68100,51500,20,Appartements,2,https://www.etreproprio.com/immobilier-22979424-vente-mulhouse-secteur-parc-salvator-2-pieces-a-vendre-mulhouse,2575,47.7467233,7.3389937
Appartement 45m² à mulhouse,Mulhouse,68100,67000,45,Appartements,2,https://www.etreproprio.com/immobilier-23933945-vente-appartement-45m-a-mulhouse-mulhouse,1489,47.7467233,7.3389937
Mulhouse – proche gare & centre-ville,Mulhouse,68100,89900,68,Appartements,2,https://www.etreproprio.com/immobilier-23517115-vente-mulhouse-proche-gare-centre-ville-mulhouse,1322,47.7467233,7.3389937
Appartement mulhouse 1 pièce 32m2,Mulhouse,68100,59000,32,Appartements,1,https://www.etreproprio.com/immobilier-23842272-vente-appartement-mulhouse-1-piece-32m2-mulhouse,1844,47.7467233,7.3389937
Appartement 65m² à mulhouse,Mulhouse,68100,254000,65,Appartements,3,https://www.etreproprio.com/immobilier-23677556-vente-appartement-65m-a-mulhouse-mulhouse,3908,47.7467233,7.3389937
Appartement à vendre,Mulhouse,68200,93500,79,Appartements,4,https://www.etreproprio.com/immobilier-23935711-vente-appartement-a-vendre-mulhouse,1184,47.7467233,7.3389937
Appartement mulhouse  5 pièce(s) 89 m2,Mulhouse,68100,150000,89,Appartements,5,https://www.etreproprio.com/immobilier-23932822-vente-appartement-mulhouse-5-pieces-89-m2-mulhouse,1685,47.7467233,7.3389937
Mulhouse : appartement 2 pièces – 43 m² – 9e étage avec vue panoramique,Mulhouse,68200,72000,43,Appartements,2,https://www.etreproprio.com/immobilier-23935722-vente-mulhouse-appartement-2-pieces-43-m-9e-etage-avec-vue-panoramique-mulhouse,1674,47.7467233,7.3389937
À vendre – appartement 4 pièces – 80 m² – mulhouse,Mulhouse,68200,97500,80,Appartements,4,https://www.etreproprio.com/immobilier-23935721-vente-a-vendre-appartement-4-pieces-80-m-mulhouse-mulhouse,1219,47.7467233,7.3389937
Appartement mulhouse 4 pièces 76 m²,Mulhouse,68100,154900,76,Appartements,4,https://www.etreproprio.com/immobilier-23729700-vente-appartement-mulhouse-4-pieces-76-m-mulhouse,2038,47.7467233,7.3389937
Opportunité d’investissement – mulhouse,Mulhouse,68200,74500,47,Appartements,2,https://www.etreproprio.com/immobilier-23354023-vente-opportunite-d-investissement-mulhouse-mulhouse,1585,47.7467233,7.3389937
"Appartement mulhouse 3 pièce(s) 58,61m2",Mulhouse,68100,86000,59,Appartements,3,https://www.etreproprio.com/immobilier-23891667-vente-appartement-mulhouse-3-pieces-5861m2-mulhouse,1458,47.7467233,7.3389937
Appartement 106m² à mulhouse,Mulhouse,68100,59000,106,Appartements,4,https://www.etreproprio.com/immobilier-22949804-vente-appartement-106m-a-mulhouse-mulhouse,557,47.7467233,7.3389937
Mulhouse – bel appartement 4 pièces de 71 m² avec deux balcons,Mulhouse,68200,56400,71,Appartements,4,https://www.etreproprio.com/immobilier-23450662-vente-mulhouse-bel-appartement-4-pieces-de-71-m-avec-deux-balcons-mulhouse,794,47.7467233,7.3389937
Maison sur les hauteurs rebberg,Mulhouse,68100,425000,168,Maisons,7,https://www.etreproprio.com/immobilier-18447092-vente-maison-sur-les-hauteurs-rebberg-mulhouse,2530,47.7467233,7.3389937
Mulhouse porte jeune,Mulhouse,68100,76000,78,Appartements,4,https://www.etreproprio.com/immobilier-23653256-vente-mulhouse-porte-jeune-mulhouse,974,47.7467233,7.3389937
Appartement 129m² à mulhouse,Mulhouse,68100,495000,129,Appartements,5,https://www.etreproprio.com/immobilier-23677558-vente-appartement-129m-a-mulhouse-mulhouse,3837,47.7467233,7.3389937
Immeuble quartier dmc 220 m2 à rénover,Mulhouse,68200,143000,220,Appartements,11,https://www.etreproprio.com/immobilier-23926354-vente-immeuble-quartier-dmc-220-m2-a-renover-mulhouse,650,47.7467233,7.3389937
Appartement 97m² à mulhouse,Mulhouse,68100,384000,98,Appartements,4,https://www.etreproprio.com/immobilier-23788888-vente-appartement-97m-a-mulhouse-mulhouse,3918,47.7467233,7.3389937
Commerce 114m² à mulhouse,Mulhouse,68100,233620,114,Commerces,,https://www.etreproprio.com/immobilier-23921424-vente-commerce-114m-a-mulhouse-mulhouse,2049,47.7467233,7.3389937
Appartement 72m² à mulhouse,Mulhouse,68100,244001,73,Appartements,3,https://www.etreproprio.com/immobilier-23577211-vente-appartement-72m-a-mulhouse-mulhouse,3342,47.7467233,7.3389937
Appartement 69m² à mulhouse,Mulhouse,68100,264001,70,Appartements,3,https://www.etreproprio.com/immobilier-23783934-vente-appartement-69m-a-mulhouse-mulhouse,3771,47.7467233,7.3389937
Appartement 73m² à mulhouse,Mulhouse,68200,75000,74,Appartements,4,https://www.etreproprio.com/immobilier-23920769-vente-appartement-73m-a-mulhouse-mulhouse,1014,47.7467233,7.3389937
Appartement 129m² à mulhouse,Mulhouse,68100,515000,130,Appartements,5,https://www.etreproprio.com/immobilier-23677559-vente-appartement-129m-a-mulhouse-mulhouse,3962,47.7467233,7.3389937
Appartement 97m² à mulhouse,Mulhouse,68100,384000,98,Appartements,4,https://www.etreproprio.com/immobilier-23677557-vente-appartement-97m-a-mulhouse-mulhouse,3918,47.7467233,7.3389937
Appartement 66m² à mulhouse,Mulhouse,68100,244001,67,Appartements,3,https://www.etreproprio.com/immobilier-23668668-vente-appartement-66m-a-mulhouse-mulhouse,3642,47.7467233,7.3389937
Immeuble de 120m²,Mulhouse,68200,171650,120,Appartements,5,https://www.etreproprio.com/immobilier-23926250-vente-immeuble-de-120m-mulhouse,1430,47.7467233,7.3389937
Appartement 125m² à mulhouse,Mulhouse,68100,275000,125,Appartements,5,https://www.etreproprio.com/immobilier-23915308-vente-appartement-125m-a-mulhouse-mulhouse,2200,47.7467233,7.3389937
Maison 13 pièce 370 m2,Mulhouse,68100,475000,370,Maisons,14,https://www.etreproprio.com/immobilier-23915683-vente-maison-13-piece-370-m2-mulhouse,1284,47.7467233,7.3389937
Appartement 71m² à mulhouse,Mulhouse,68200,126000,71,Appartements,4,https://www.etreproprio.com/immobilier-21934335-vente-appartement-71m-a-mulhouse-mulhouse,1775,47.7467233,7.3389937
Élégant appartement 4 pièces avec balcons au dernier étage d'une résidence paisible,Mulhouse,68200,107400,86,Appartements,4,https://www.etreproprio.com/immobilier-23917137-vente-elegant-appartement-4-pieces-avec-balcons-au-dernier-etage-d-une-residence-paisible-mulhouse,1249,47.7467233,7.3389937
à vendre –  mulhouse – rebberg / gare : votre appartement lumineux avec garage et balcon !,Mulhouse,68100,198000,94,Appartements,4,https://www.etreproprio.com/immobilier-23917135-vente-a-vendre-mulhouse-rebberg-gare-votre-appartement-lumineux-avec-garage-et-balcon-mulhouse,2106,47.7467233,7.3389937
Appartement 35m² à mulhouse,Mulhouse,68200,69000,35,Appartements,1,https://www.etreproprio.com/immobilier-23734027-vente-appartement-35m-a-mulhouse-mulhouse,1971,47.7467233,7.3389937
Appartement 90m² à mulhouse,Mulhouse,68100,126000,90,Appartements,4,https://www.etreproprio.com/immobilier-23908367-vente-appartement-90m-a-mulhouse-mulhouse,1400,47.7467233,7.3389937
Appartement mulhouse 2 pièces petite copropriété,Mulhouse,68100,66400,34,Appartements,2,https://www.etreproprio.com/immobilier-23314786-vente-appartement-mulhouse-2-pieces-petite-copropriete-mulhouse,1953,47.7467233,7.3389937
Appartement t4 97m2 avec garage,Mulhouse,68200,147600,97,Appartements,4,https://www.etreproprio.com/immobilier-23906402-vente-appartement-t4-97m2-avec-garage-mulhouse,1522,47.7467233,7.3389937
Appartement t4 de 99m2 avec garage,Mulhouse,68200,147600,98,Appartements,4,https://www.etreproprio.com/immobilier-23906405-vente-appartement-t4-de-99m2-avec-garage-mulhouse,1506,47.7467233,7.3389937
Appartement 103m² à mulhouse,Mulhouse,68200,165000,103,Appartements,4,https://www.etreproprio.com/immobilier-23900187-vente-appartement-103m-a-mulhouse-mulhouse,1602,47.7467233,7.3389937
A saisir  !! mulhouse centre dans bel immeuble haussmannien,Mulhouse,68100,135000,116,Appartements,5,https://www.etreproprio.com/immobilier-23898728-vente-a-saisir-mulhouse-centre-dans-bel-immeuble-haussmannien-mulhouse,1164,47.7467233,7.3389937
Mulhouse rebberg -villa familiale  221 m² sur 27 ares,Mulhouse,68100,820000,221,Maisons,8,https://www.etreproprio.com/immobilier-23419012-vente-mulhouse-rebberg-villa-familiale-221-m-sur-27-ares-mulhouse,3710,47.7467233,7.3389937
Commerce 53m² à mulhouse,Mulhouse,68100,112000,53,Commerces,2,https://www.etreproprio.com/immobilier-23895153-vente-commerce-53m-a-mulhouse-mulhouse,2113,47.7467233,7.3389937
Appartement 162m² à mulhouse,Mulhouse,68100,,162,Appartements,2,https://www.etreproprio.com/immobilier-23892328-vente-appartement-162m-a-mulhouse-mulhouse,,47.7467233,7.3389937
Appartement 97m² à mulhouse,Mulhouse,68200,151800,97,Appartements,4,https://www.etreproprio.com/immobilier-23825649-vente-appartement-97m-a-mulhouse-mulhouse,1565,47.7467233,7.3389937
À vendre   appartement t2 à mulhouse,Mulhouse,68200,62700,50,Appartements,2,https://www.etreproprio.com/immobilier-23895038-vente-a-vendre-appartement-t2-a-mulhouse-mulhouse,1254,47.7467233,7.3389937
Appartement 60m² à mulhouse,Mulhouse,68100,68000,60,Appartements,2,https://www.etreproprio.com/immobilier-23888206-vente-appartement-60m-a-mulhouse-mulhouse,1133,47.7467233,7.3389937
Appartement 58m² à mulhouse,Mulhouse,68200,77000,58,Appartements,3,https://www.etreproprio.com/immobilier-23895150-vente-appartement-58m-a-mulhouse-mulhouse,1328,47.7467233,7.3389937
Commerce 177m² à mulhouse,Mulhouse,68100,525000,177,Commerces,5,https://www.etreproprio.com/immobilier-23893563-vente-commerce-177m-a-mulhouse-mulhouse,2966,47.7467233,7.3389937
